project_main_language,pr_url,pr_source_commit,pr_target_commit,pr_change_line_count,pr_category,is_ai_comment,note,path,side,source_model,from_line,to_line,category,context,label
Java,https://github.com/dbeaver/dbeaver/pull/36789,469e4265a58af95a6d5f4069515e029fc2891374,dc67ca7cf486ceaf45559318cdcbca193847188d,294,New Feature Additions,True,"Logic error: The null check for dbResult is placed after it has already been used in JDBCUtils.safeGetInt(). If dbResult is null, the safeGetInt call will throw a NullPointerException before reaching the null check. The null check should be moved before any usage of dbResult, or removed entirely if dbResult is guaranteed to be non-null by the framework.

```suggestion
        protected HANAPartition fetchObject(
            @NotNull JDBCSession session,
            @NotNull HANATable table,
            @NotNull JDBCResultSet dbResult
        ) throws SQLException, DBException {
            int partition_id = JDBCUtils.safeGetInt(dbResult, ""PART_ID"");
            return new HANAPartition(table, partition_id, dbResult);
        }
```",plugins/org.jkiss.dbeaver.ext.hana/src/org/jkiss/dbeaver/ext/hana/model/HANATable.java,right,GLM-4.7,156,166,Code Defect,Diff Level,1
Java,https://github.com/dbeaver/dbeaver/pull/37564,24ad3c4030412df3d9c843c405e90a0b1e2ad5dd,bc3ac7bb47092a934b344791d8aa3a1c41e6c8f7,22,Bug Fix,False,"The InputStream obtained from `node.getAdapter(InputStream.class)` in the null resource handling path is not closed, causing a resource leak.",plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/navigator/fs/DBNPathBase.java,right,,293,294,Performance,File Level,1
Java,https://github.com/dbeaver/dbeaver/pull/37564,24ad3c4030412df3d9c843c405e90a0b1e2ad5dd,bc3ac7bb47092a934b344791d8aa3a1c41e6c8f7,22,Bug Fix,True,"Spelling error in log message: 'doesn't not exists' contains a double negative. It should be 'doesn't exist'.

```suggestion
                    log.debug(""Resource "" + resource + "" doesn't exist"");
```",plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/navigator/fs/DBNPathBase.java,right,GLM-4.7,304,304,Maintainability and Readability,File Level,1
Java,https://github.com/dbeaver/dbeaver/pull/37564,24ad3c4030412df3d9c843c405e90a0b1e2ad5dd,bc3ac7bb47092a934b344791d8aa3a1c41e6c8f7,22,Bug Fix,True,"Poor parameter naming: The parameter name 'str' is not descriptive. Consider renaming it to 'fileName' to better reflect its purpose and improve code readability.
",plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/navigator/fs/DBNPathBase.java,right,Claude-Code/Claude-4.5-Sonnet,363,364,Maintainability and Readability,Diff Level,1
Java,https://github.com/dbeaver/dbeaver/pull/37564,24ad3c4030412df3d9c843c405e90a0b1e2ad5dd,bc3ac7bb47092a934b344791d8aa3a1c41e6c8f7,22,Bug Fix,False,The conditional check for existing file before copying is redundant; use `StandardCopyOption.REPLACE_EXISTING` unconditionally as it safely handles both new and existing files.,plugins/org.jkiss.dbeaver.model/src/org/jkiss/dbeaver/model/navigator/fs/DBNPathBase.java,right,,365,369,Maintainability and Readability,File Level,1
Java,https://github.com/dbeaver/dbeaver/pull/38915,8793ec7a6c71aa503b1dc492ddb4e982a8f3e9d9,8224826969254a49e68e025cae82d3cf1574de38,130,Bug Fix,False,Method `initializeContextState` parameters should be placed on separate lines to improve readability and adhere to style conventions.,plugins/org.jkiss.dbeaver.ext.databricks/src/org/jkiss/dbeaver/ext/databricks/DatabricksDataSource.java,right,,82,82,Maintainability and Readability,File Level,1
Java,https://github.com/dbeaver/dbeaver/pull/38915,8793ec7a6c71aa503b1dc492ddb4e982a8f3e9d9,8224826969254a49e68e025cae82d3cf1574de38,130,Bug Fix,False,Explicit casts to `DatabricksExecutionContext` in `initializeContextState` should be replaced with `getContextDefaults` to avoid unnecessary type casting and maintain type safety.,plugins/org.jkiss.dbeaver.ext.databricks/src/org/jkiss/dbeaver/ext/databricks/DatabricksDataSource.java,right,,91,91,Maintainability and Readability,Repo Level,1
Java,https://github.com/dbeaver/dbeaver/pull/38915,8793ec7a6c71aa503b1dc492ddb4e982a8f3e9d9,8224826969254a49e68e025cae82d3cf1574de38,130,Bug Fix,True,"**BUG: Potential Null Return Not Handled**

The method `getDataSource().getCatalog(activeCatalogName)` can return `null` if the catalog with the given name doesn't exist. This null value would be returned directly without any handling, which could cause `NullPointerException` in calling code expecting a non-null catalog.

**Suggested Fix:**
```java
@Nullable
@Override
public GenericCatalog getDefaultCatalog() {
    if (CommonUtils.isEmpty(activeCatalogName)) {
        return super.getDefaultCatalog();
    }
    GenericCatalog catalog = getDataSource().getCatalog(activeCatalogName);
    if (catalog == null) {
        log.debug(""Catalog '"" + activeCatalogName + ""' not found, falling back to super implementation"");
        return super.getDefaultCatalog();
    }
    return catalog;
}
```",plugins/org.jkiss.dbeaver.ext.databricks/src/org/jkiss/dbeaver/ext/databricks/DatabricksExecutionContext.java,right,Claude-Code/Claude-4.5-Sonnet,55,55,Code Defect,Repo Level,1
Java,https://github.com/dbeaver/dbeaver/pull/38915,8793ec7a6c71aa503b1dc492ddb4e982a8f3e9d9,8224826969254a49e68e025cae82d3cf1574de38,130,Bug Fix,True,"When a DBCException is caught, it's only logged but not re-thrown. This silently swallows the exception and makes the caller believe the operation succeeded. This could lead to inconsistent state where the super class catalog is set but activeCatalogName remains null. Consider re-throwing the exception after logging, or at minimum setting activeCatalogName to null to indicate the catalog was not properly set.",plugins/org.jkiss.dbeaver.ext.databricks/src/org/jkiss/dbeaver/ext/databricks/DatabricksExecutionContext.java,right,GLM-4.7,68,70,Code Defect,File Level,1
Java,https://github.com/dbeaver/dbeaver/pull/38915,8793ec7a6c71aa503b1dc492ddb4e982a8f3e9d9,8224826969254a49e68e025cae82d3cf1574de38,130,Bug Fix,False,The code incorrectly modifies connection bootstrap settings during default catalog refresh. The block setting `bootstrap.setDefaultCatalogName(currentCatalog)` should be removed as bootstrap configurations must not be altered in runtime execution context methods.,plugins/org.jkiss.dbeaver.ext.databricks/src/org/jkiss/dbeaver/ext/databricks/DatabricksExecutionContext.java,right,,91,91,Code Defect,File Level,1
PHP,https://github.com/filamentphp/filament/pull/15267,ce4d9d08df41142ff219bb3dc44968084eaae0dc,d47632c0583bac481d4ce7cc9b6b1711d0f8e0fc,6,Bug Fix,False,"The new condition for '->' JSON syntax must skip columns starting with `json_extract()` to prevent double-wrapping, as the two syntax forms are mutually exclusive and the translatable plugin already handles these columns.",packages/support/src/helpers.php,right,,184,184,Code Defect,Diff Level,1
PHP,https://github.com/filamentphp/filament/pull/15267,ce4d9d08df41142ff219bb3dc44968084eaae0dc,d47632c0583bac481d4ce7cc9b6b1711d0f8e0fc,6,Bug Fix,True,"Potential SQL correctness/safety issue: building `$column = ""json_extract({$field}{$path})""` assumes `$path` already includes the comma and is correctly quoted/escaped, and that JSON extraction syntax matches the current connection settings (e.g., MySQL vs MariaDB variants, json type/collation). Since this string is later interpolated into `lower({$column})`, any mismatch can break queries or bypass proper identifier wrapping.

Suggestion: prefer using the grammar’s JSON selector wrapping (or query builder expressions) end-to-end rather than concatenating raw SQL. If you must transform here, ensure the generated SQL includes the required `,` between field and path and that both parts are wrapped/escaped by the grammar (e.g., `json_extract({$field}, {$path})`), and consider handling nested selectors/edge cases consistently with other drivers.",packages/support/src/helpers.php,right,GPT-5.2,184,188,Security Vulnerability,File Level,1
PHP,https://github.com/filamentphp/filament/pull/15756,8b44845f2bfab244f650d38e1b0ac00e733612e7,912f080f3bf9873c1d059bcb9df485e3d8939220,6,Documentation Update,False,"The validation_attribute for the password field must retain the field name 'password' as the translation key, not the translated string 'senha', to ensure proper validation error message generation.",packages/panels/resources/lang/pt_BR/pages/auth/register.php,right,,30,30,Code Defect,Diff Level,1
PHP,https://github.com/filamentphp/filament/pull/15181,753ceeac007a0d0aa4423971b01d651288720873,77874d0c3782a257101c3fb578144a6950f3dc9c,14,Bug Fix,False,"The removal of the primary key column rejection logic causes the original descending order on the non-qualified primary key (`id`) to persist after reapplying the ascending order via `reorder()`, resulting in unexpected sort behavior where records are incorrectly ordered within date groups. Specifically, the conflict between preserved `id DESC` and enforced `qualifiedKeyName ASC` produces non-sequential ID sequences like 100→99→...→1 followed by 150→149 in the output.",packages/actions/src/Exports/Jobs/PrepareCsvExport.php,left,,72,72,Code Defect,Diff Level,1
PHP,https://github.com/filamentphp/filament/pull/15181,753ceeac007a0d0aa4423971b01d651288720873,77874d0c3782a257101c3fb578144a6950f3dc9c,14,Bug Fix,False,The `in_array` check for a single column name should be replaced with direct equality (`===`) to prevent type juggling issues and improve efficiency.,packages/actions/src/Exports/Jobs/PrepareCsvExport.php,right,,72,72,Code Defect,Diff Level,1
PHP,https://github.com/filamentphp/filament/pull/15181,753ceeac007a0d0aa4423971b01d651288720873,77874d0c3782a257101c3fb578144a6950f3dc9c,14,Bug Fix,True,"Using array index access [0] on a Collection object is not recommended. Use Collection methods like first() and shift() instead for better readability and safety.
",packages/actions/src/Exports/Jobs/PrepareCsvExport.php,right,Deepseek-V3.2,78,80,Maintainability and Readability,File Level,1
PHP,https://github.com/filamentphp/filament/pull/15181,753ceeac007a0d0aa4423971b01d651288720873,77874d0c3782a257101c3fb578144a6950f3dc9c,14,Bug Fix,True,"Potential runtime error: The code accesses `$query->getQuery()->orders[0]` without first checking if the `orders` array exists or is non-empty. If `orders` is null or an empty array, this will cause an ""Undefined array key 0"" error or ""Attempt to read property on null"" error. Consider checking if orders exist and have at least one element before accessing index 0, similar to how `$baseQueryOrders` is handled on line 158.
",packages/actions/src/Exports/Jobs/PrepareCsvExport.php,right,GLM-4.7,153,155,Code Defect,File Level,1
PHP,https://github.com/filamentphp/filament/pull/15217,e4a7ecf0e65574522eb9fbe70b7339f41de0bbe2,871ec75815e1f92da141e9aef80f287f7779dfe7,11,New Feature Additions,False,The condition for the 'time' type incorrectly uses `in_array` for a single string comparison; replace it with a direct `===` check for efficiency and readability.,packages/tables/src/Commands/FileGenerators/Concerns/CanGenerateModelTables.php,right,,145,147,Maintainability and Readability,Diff Level,1
PHP,https://github.com/filamentphp/filament/pull/15217,e4a7ecf0e65574522eb9fbe70b7339f41de0bbe2,871ec75815e1f92da141e9aef80f287f7779dfe7,11,New Feature Additions,True,"This block unconditionally overwrites `$columnData['sortable']` with an empty array. If earlier logic (or user config) already set `sortable` (e.g., `true`, `false`, or options), this will wipe it out. Consider only setting it when not already defined, or merging with existing config to avoid unexpected behavior.

```suggestion
                if (in_array($type['name'], [
                    'time',
                ])) {
                    $columnData['time'] = [];

                    // Preserve existing sortable configuration if already set.
                    $columnData['sortable'] ??= [];
                }
```",packages/tables/src/Commands/FileGenerators/Concerns/CanGenerateModelTables.php,right,GPT-5.2,145,150,Code Defect,File Level,1
PHP,https://github.com/filamentphp/filament/pull/15217,e4a7ecf0e65574522eb9fbe70b7339f41de0bbe2,871ec75815e1f92da141e9aef80f287f7779dfe7,11,New Feature Additions,True,"Consider adding default formatting for 'time' columns to align with conventions used for datetime/timestamp columns.
",packages/tables/src/Commands/FileGenerators/Concerns/CanGenerateModelTables.php,right,Qwen-Coder-480B,148,148,Code Defect,Diff Level,1
C#,https://github.com/dotnet/aspnetcore/pull/61006,f83c97fa0b91f83bd20511d1abf235dc48b596e2,0ce67cdee87e9fee014ba95c11e8e36b8913041c,115,Code Refactoring / Architectural Improvement,True,"`CopyOutAddress` dereferences `pSockaddr` without a null check. If any caller can pass a null pointer (e.g., error paths from native interop), this will AV. Consider guarding (`if (pSockaddr is null) return null;`) or documenting/enforcing non-null at the call site.",src/Shared/HttpSys/NativeInterop/SocketAddress.cs,right,GPT-5.2,15,20,Code Defect,Repo Level,1
C#,https://github.com/dotnet/aspnetcore/pull/61006,f83c97fa0b91f83bd20511d1abf235dc48b596e2,0ce67cdee87e9fee014ba95c11e8e36b8913041c,115,Code Refactoring / Architectural Improvement,True,"**Critical Bug**: The `IPAddress(long)` constructor expects the address in host byte order, but `S_addr` is in network byte order. On little-endian systems (x86/x64), this will produce incorrect IP addresses. For example, 192.168.1.1 (0xC0A80101 in network order) would be interpreted as 1.1.168.192.

The old implementation correctly used a byte array. Consider one of these fixes:

1. Extract bytes in network byte order:
```csharp
var addr = _sockaddr.sin_addr.S_un.S_addr;
return new IPAddress(new byte[] 
{ 
    (byte)(addr >> 24), 
    (byte)(addr >> 16), 
    (byte)(addr >> 8), 
    (byte)addr 
});
```

2. Or use span if available:
```csharp
var addr = _sockaddr.sin_addr.S_un.S_addr;
Span<byte> bytes = stackalloc byte[4];
BitConverter.TryWriteBytes(bytes, addr);
if (BitConverter.IsLittleEndian)
    bytes.Reverse();
return new IPAddress(bytes);
```
",src/Shared/HttpSys/NativeInterop/SocketAddress.cs,right,Claude-Code/Claude-4.5-Sonnet,46,46,Code Defect,Diff Level,1
C#,https://github.com/dotnet/aspnetcore/pull/61006,f83c97fa0b91f83bd20511d1abf235dc48b596e2,0ce67cdee87e9fee014ba95c11e8e36b8913041c,115,Code Refactoring / Architectural Improvement,True,"The port conversion uses (short) cast which may cause issues with ports above 32767. Consider using ushort instead to handle the full port range (0-65535).
",src/Shared/HttpSys/NativeInterop/SocketAddress.cs,right,Deepseek-V3.2,62,62,Code Defect,Diff Level,1
C#,https://github.com/dotnet/aspnetcore/pull/61006,f83c97fa0b91f83bd20511d1abf235dc48b596e2,0ce67cdee87e9fee014ba95c11e8e36b8913041c,115,Code Refactoring / Architectural Improvement,True,"The AsReadOnlySpan() call is marked as a temporary workaround pending CsWin32 inline array support. This should be tracked and updated when the dependency issue is resolved to avoid technical debt.
",src/Shared/HttpSys/NativeInterop/SocketAddress.cs,right,Deepseek-V3.2,68,70,Maintainability and Readability,Diff Level,1
C#,https://github.com/dotnet/aspnetcore/pull/61006,f83c97fa0b91f83bd20511d1abf235dc48b596e2,0ce67cdee87e9fee014ba95c11e8e36b8913041c,115,Code Refactoring / Architectural Improvement,False,"IPv6 address implementation omits scope ID handling despite IPAddress supporting it for link-local addresses, potentially affecting address resolution correctness. The TODO comment indicates uncertainty about whether scope ID is required in this context.",src/Shared/HttpSys/NativeInterop/SocketAddress.cs,right,,70,70,Code Defect,Diff Level,1
C#,https://github.com/dotnet/aspnetcore/pull/61006,f83c97fa0b91f83bd20511d1abf235dc48b596e2,0ce67cdee87e9fee014ba95c11e8e36b8913041c,115,Code Refactoring / Architectural Improvement,True,"Casting `address` to `SOCKADDR*` changes the type-safety assumptions here. Please double-check that `source` is always aligned for `SOCKADDR` and that the underlying blob contains at least `sizeof(SOCKADDR)` (or the actual sockaddr length) at this offset; otherwise this can lead to misaligned access/AV in unsafe code. If `SocketAddress.CopyOutAddress` only needs an untyped pointer, consider keeping it as `byte*`/`void*` and letting `CopyOutAddress` perform any required casting based on the actual `sa_family`/length.",src/Shared/HttpSys/RequestProcessing/NativeRequestContext.cs,right,GPT-5.2,661,662,Code Defect,Diff Level,1
C#,https://github.com/dotnet/aspnetcore/pull/62734,8bb2b2067815996d9a8224ee38aa80a79f797827,742f022e92563bd6fb87d1c752f25fd14e1b2a43,6,Security Patches / Vulnerability Fixes,True,"Adding an upper bound to saltLength is a good DoS hardening. Two follow-ups to consider:
1) Compatibility: if any existing stored hashes (or other implementations) might legitimately have salts > 8KiB, this change will start rejecting them. If this is a library, consider documenting the limit or basing it on an existing spec/versioned header.
2) Placement/consistency: there are other length reads in this format (e.g., subkey length). Consider applying similar upper bounds there too, so an attacker can’t shift the allocation pressure to a different field.

If possible, reuse a shared constant (e.g., a private const at class scope) to keep limits consistent across methods/versions.

```suggestion
        // Consider promoting to a class-level constant (and adding similar bounds for other length fields)
        private const int MaxSaltSize = 8 * 1024; // 8 KiB
        
        // ...
        // in method:
        // (remove the local const)
```",src/Identity/Extensions.Core/src/PasswordHasher.cs,right,GPT-5.2,252,255,Security Vulnerability,Diff Level,1
C#,https://github.com/dotnet/aspnetcore/pull/62734,8bb2b2067815996d9a8224ee38aa80a79f797827,742f022e92563bd6fb87d1c752f25fd14e1b2a43,6,Security Patches / Vulnerability Fixes,False,"The manual bounds check for salt extraction should be replaced with span-based slicing (`AsSpan(13, saltLength)`) to leverage runtime bounds validation and eliminate error-prone manual length checks.",src/Identity/Extensions.Core/src/PasswordHasher.cs,right,,260,260,Code Defect,File Level,1
C#,https://github.com/dotnet/aspnetcore/pull/62734,8bb2b2067815996d9a8224ee38aa80a79f797827,742f022e92563bd6fb87d1c752f25fd14e1b2a43,6,Security Patches / Vulnerability Fixes,True,"The salt length upper bound validation is a good security improvement to prevent DoS attacks. However, consider adding a validation to ensure the hashedPassword array has sufficient bytes to contain the declared saltLength before allocating the salt array. This would prevent unnecessary memory allocation and potential exception handling overhead for malformed payloads. Suggestion: Add a check `if (hashedPassword.Length < 13 + saltLength) { return false; }` before the salt allocation.

```suggestion
            // Read the salt: must be >= 128 bits
            if (saltLength < 128 / 8 || saltLength > MaxSaltSize)
            {
                return false;
            }
            // Verify the payload has enough bytes for the declared salt length
            if (hashedPassword.Length < 13 + saltLength)
            {
                return false;
            }
            byte[] salt = new byte[saltLength];
            Buffer.BlockCopy(hashedPassword, 13, salt, 0, salt.Length);
```",src/Identity/Extensions.Core/src/PasswordHasher.cs,right,GLM-4.7,264,270,Security Vulnerability,File Level,1
C#,https://github.com/dotnet/aspnetcore/pull/62734,8bb2b2067815996d9a8224ee38aa80a79f797827,742f022e92563bd6fb87d1c752f25fd14e1b2a43,6,Security Patches / Vulnerability Fixes,False,"Replace the magic number `128 / 8` for minimum salt size validation with a named constant (e.g., `MinSaltSize`) to improve code clarity and maintainability.",src/Identity/Extensions.Core/src/PasswordHasher.cs,right,,265,265,Maintainability and Readability,Diff Level,1
C#,https://github.com/dotnet/aspnetcore/pull/62936,e7d49f52363753a4faa2a22538eace7a923382ce,2f372e8ff137aa24114269576fc1912f12ff5402,5,Test Suite / CI Enhancements,False,The hardcoded Azure Container Registry URL for the Redis image impedes maintainability and complicates updates; replace with an environment variable fallback.,src/SignalR/server/StackExchangeRedis/test/Docker.cs,right,,19,19,Maintainability and Readability,Diff Level,1
C#,https://github.com/dotnet/aspnetcore/pull/62936,e7d49f52363753a4faa2a22538eace7a923382ce,2f372e8ff137aa24114269576fc1912f12ff5402,5,Test Suite / CI Enhancements,False,Hardcoding the Redis version '74' in `_dockerContainerName` requires manual updates when the image version changes. Derive the container name dynamically from `_redisImageName` to maintain consistency without manual intervention.,src/SignalR/server/StackExchangeRedis/test/Docker.cs,right,,20,20,Maintainability and Readability,Diff Level,1
C#,https://github.com/dotnet/aspnetcore/pull/62936,e7d49f52363753a4faa2a22538eace7a923382ce,2f372e8ff137aa24114269576fc1912f12ff5402,5,Test Suite / CI Enhancements,True,"Renaming the container is fine, but note that using a fixed name can cause port/name conflicts when tests run in parallel (e.g., multiple test jobs on the same host). If parallelism is possible, consider adding a suffix (PID/random) or detecting an existing container and reusing/removing it before starting.",src/SignalR/server/StackExchangeRedis/test/Docker.cs,right,GPT-5.2,20,20,Code Defect,Repo Level,1
C#,https://github.com/dotnet/aspnetcore/pull/62936,e7d49f52363753a4faa2a22538eace7a923382ce,2f372e8ff137aa24114269576fc1912f12ff5402,5,Test Suite / CI Enhancements,True,"The comment references the old container name `'redisTestContainer'`, but the actual container name is now `'redisTestContainer74'` (defined on line 20). Please update the comment to reflect the current container name for accuracy.

```suggestion
            // use static name 'redisTestContainer74' so if the container doesn't get removed we don't keep adding more
```",src/SignalR/server/StackExchangeRedis/test/Docker.cs,right,Claude-Code/Claude-4.5-Sonnet,113,113,Maintainability and Readability,File Level,1
C#,https://github.com/dotnet/aspnetcore/pull/62936,e7d49f52363753a4faa2a22538eace7a923382ce,2f372e8ff137aa24114269576fc1912f12ff5402,5,Test Suite / CI Enhancements,True,"The comment says ""30 second timeout"" but the actual timeout is 1 minute (and comment also mentions 30 seconds). Keep the comment consistent, and consider using `pull` explicitly before `run` to separate download time from startup time (and to provide clearer error messages).",src/SignalR/server/StackExchangeRedis/test/Docker.cs,right,GPT-5.2,116,116,Maintainability and Readability,Diff Level,1
C#,https://github.com/dotnet/aspnetcore/pull/59322,7ba02e8ac71eeba562476953d5ff6030b8eda765,8ac940ff581aa344ab8f859874f6d4c0ecaec6b6,226,Performance Optimizations,False,"- `BitOperations.LeadingZeroCount` is unsupported in netstandard2.0 and .NET Framework; implement a cross-TFM fallback using a loop or math-based alternative.  
- The span-based `Encoding.GetBytes` overload lacks compatibility with lower TFMs; replace with the array-indexed overload (`GetBytes(char[], int, int, byte[], int)`).",src/DataProtection/DataProtection/src/KeyManagement/KeyRingBasedDataProtector.cs,right,,356,356,Code Defect,File Level,1
C#,https://github.com/dotnet/aspnetcore/pull/59322,7ba02e8ac71eeba562476953d5ff6030b8eda765,8ac940ff581aa344ab8f859874f6d4c0ecaec6b6,226,Performance Optimizations,True,"Missing null validation: The constructor doesn't validate if the `purposes` parameter or its elements are null. This could lead to NullReferenceException when calling `GetByteCount` or `GetBytes`. Consider adding validation at the beginning of the constructor:

```csharp
ArgumentNullException.ThrowIfNull(purposes);
for (int i = 0; i < purposes.Length; i++)
{
    ArgumentNullException.ThrowIfNull(purposes[i], $""purposes[{i}]"");
}
```

Or at minimum, add Debug.Assert statements similar to the original implementation.
",src/DataProtection/DataProtection/src/KeyManagement/KeyRingBasedDataProtector.cs,right,Claude-Code/Claude-4.5-Sonnet,357,363,Code Defect,Repo Level,1
C#,https://github.com/dotnet/aspnetcore/pull/59322,7ba02e8ac71eeba562476953d5ff6030b8eda765,8ac940ff581aa344ab8f859874f6d4c0ecaec6b6,226,Performance Optimizations,True,"Potential integer overflow: totalPurposeLen is int and accumulates user-controlled purpose lengths. Consider checked arithmetic (as in the old code) when adding lengths and when allocating the byte[] to avoid silent overflow leading to undersized buffer and out-of-range writes.

```suggestion
            int totalPurposeLen = checked(4 + keySize + 4);

            var purposeLengthsPool = ArrayPool<int>.Shared.Rent(purposes.Length);
```",src/DataProtection/DataProtection/src/KeyManagement/KeyRingBasedDataProtector.cs,right,GPT-5.2,363,365,Security Vulnerability,File Level,1
C#,https://github.com/dotnet/aspnetcore/pull/59322,7ba02e8ac71eeba562476953d5ff6030b8eda765,8ac940ff581aa344ab8f859874f6d4c0ecaec6b6,226,Performance Optimizations,False,"The current implementation unconditionally rents an array from `ArrayPool` for purpose length calculations despite expecting few purposes, introducing unnecessary overhead; replace with stack allocation for arrays ≤32 elements using `stackalloc` with `ArrayPool` fallback for larger arrays.",src/DataProtection/DataProtection/src/KeyManagement/KeyRingBasedDataProtector.cs,right,,365,365,Performance,Diff Level,1
C#,https://github.com/dotnet/aspnetcore/pull/59322,7ba02e8ac71eeba562476953d5ff6030b8eda765,8ac940ff581aa344ab8f859874f6d4c0ecaec6b6,226,Performance Optimizations,True,"Consider wrapping the logic that uses the rented array pool in a try-finally block to ensure the array is always returned to the pool, even if an exception occurs during processing. This prevents potential resource leaks.
",src/DataProtection/DataProtection/src/KeyManagement/KeyRingBasedDataProtector.cs,right,Qwen-Coder-480B,365,397,Performance,File Level,1
C#,https://github.com/microsoft/semantic-kernel/pull/11361,fa96214dbc167080bec90a917c7d911a1f3539e4,a712b62f7804121730a95d34195cad365eb350b7,16,Documentation Update,True,"There is a typo in the Instructions text: 'GitGub' should be 'GitHub'.
",dotnet/samples/Demos/ModelContextProtocolPlugin/Program.cs,right,GLM-4.7,79,79,Code Defect,Diff Level,1
C#,https://github.com/microsoft/semantic-kernel/pull/11361,fa96214dbc167080bec90a917c7d911a1f3539e4,a712b62f7804121730a95d34195cad365eb350b7,16,Documentation Update,False,Added `ChatCompletionAgent` and `AgentThread` appear unnecessary since the code only performs a single `InvokePromptAsync` invocation rather than utilizing the agent for multiple interactions.,dotnet/samples/Demos/ModelContextProtocolPlugin/Program.cs,right,,85,86,Maintainability and Readability,File Level,1
C#,https://github.com/microsoft/semantic-kernel/pull/11361,fa96214dbc167080bec90a917c7d911a1f3539e4,a712b62f7804121730a95d34195cad365eb350b7,16,Documentation Update,True,"Thread lifecycle/concurrency: `ChatHistoryAgentThread` captures history. If this sample evolves to multiple turns or parallel usage, ensure the same thread is reused per conversation and not shared across concurrent calls (or reset/replace it between sessions). Consider structuring this in a loop and keeping `thread` scoped per conversation.",dotnet/samples/Demos/ModelContextProtocolPlugin/Program.cs,right,GPT-5.2,86,86,Maintainability and Readability,File Level,1
Java,https://github.com/kestra-io/kestra/pull/7191,bfcfb2ac16dd8f198a99fef43072cb178f9a1d8e,0ec45f028467c99d8d1efeee6c201210d9433e6d,458,New Feature Additions,True,"`fileExistsFunction` and `fileEmptyFunction` are registered unconditionally. While they are `@Singleton`, this still assumes the beans are always present and that `Extension` is always DI-managed. For consistency with `render*` and `errorLogs`, consider either:
- Fail fast with a clear message if injection somehow results in null (e.g., `Objects.requireNonNull(fileExistsFunction, ""..."")`), or
- Mark them `@Nullable` and register conditionally.

This prevents a hard-to-debug NPE during template engine initialization if wiring/classpath changes in some distributions.

```suggestion
        functions.put(""randomInt"", new RandomIntFunction());
        functions.put(""randomPort"", new RandomPortFunction());
        functions.put(""fileExists"", java.util.Objects.requireNonNull(fileExistsFunction, ""fileExistsFunction bean is missing""));
        functions.put(""fileEmpty"", java.util.Objects.requireNonNull(fileEmptyFunction, ""fileEmptyFunction bean is missing""));
```",core/src/main/java/io/kestra/core/runners/pebble/Extension.java,right,GPT-5.2,159,162,Code Defect,Repo Level,1
Java,https://github.com/kestra-io/kestra/pull/7191,bfcfb2ac16dd8f198a99fef43072cb178f9a1d8e,0ec45f028467c99d8d1efeee6c201210d9433e6d,458,New Feature Additions,True,**Unused import**: The `Slugify` import is used but there's also an unused `@Value` import from Micronaut (line 5) that should be removed.,core/src/main/java/io/kestra/core/runners/pebble/functions/FileEmptyFunction.java,right,Claude-Code/Claude-4.5-Sonnet,4,4,Maintainability and Readability,File Level,1
Java,https://github.com/kestra-io/kestra/pull/7191,bfcfb2ac16dd8f198a99fef43072cb178f9a1d8e,0ec45f028467c99d8d1efeee6c201210d9433e6d,458,New Feature Additions,False,"The ERROR_MESSAGE constant in FileEmptyFunction incorrectly references ""read"" as the function name instead of ""fileEmpty"".  
This misalignment in the error string could cause confusion during debugging or user interactions.",core/src/main/java/io/kestra/core/runners/pebble/functions/FileEmptyFunction.java,right,,22,22,Maintainability and Readability,File Level,1
Java,https://github.com/kestra-io/kestra/pull/7191,bfcfb2ac16dd8f198a99fef43072cb178f9a1d8e,0ec45f028467c99d8d1efeee6c201210d9433e6d,458,New Feature Additions,True,"Authorization check appears to compute `isFileFromCurrentExecution` but then reads using `flow` tenantId/namespace even when the file is authorized only via the *parent trigger* (in `checkIfFileFromParentExecution`). If the parent execution belongs to another tenant/namespace, this will try to read from the wrong location. Consider selecting tenantId/namespace consistently with the authorized source (current vs trigger) or ensure tenant/namespace are guaranteed identical.

```suggestion
        String tenantId = flow.get(""tenantId"");
        String namespace = flow.get(""namespace"");
        if (!isFileFromCurrentExecution) {
            Map<String, String> trigger = (Map<String, String>) context.getVariable(TRIGGER);
            // optionally override namespace/tenantId if trigger can differ
        }
        try (InputStream inputStream = storageInterface.get(tenantId, namespace, path)) {
```",core/src/main/java/io/kestra/core/runners/pebble/functions/FileEmptyFunction.java,right,GPT-5.2,71,74,Security Vulnerability,File Level,1
Java,https://github.com/kestra-io/kestra/pull/7191,bfcfb2ac16dd8f198a99fef43072cb178f9a1d8e,0ec45f028467c99d8d1efeee6c201210d9433e6d,458,New Feature Additions,True,"Inconsistent exception type: template function failures elsewhere use `PebbleException`, but here `IllegalArgumentException` is thrown, which may bypass Pebble's line/template reporting and be harder to debug. Prefer throwing `PebbleException` with lineNumber/self (pass them into this method) for consistent error handling.

```suggestion
                throw new PebbleException(null, ""Unable to read the file '"" + path + ""' as it doesn't belong to the current execution"", lineNumber, self.getName());
```",core/src/main/java/io/kestra/core/runners/pebble/functions/FileEmptyFunction.java,right,GPT-5.2,85,85,Code Defect,File Level,1
